,ACAd,ACAv,PL,ILA,ORBl,ORBm,ORBvl,MOp,SSp-n,SSp-bfd,SSp-ll,SSp-m,SSp-ul,SSp-tr,SSp-un,SSs,PTLp,RSPagl,RSPd,RSPv,VISp,VISal,VISl,VISpl,VISpm,AId,AIp,AIv,TEa,PERI,ECT,AUDd,AUDp,AUDpo,AUDv,GU,VISC,LA,BLA,BMA,PA,CA1,CA2,CA3,DG,SUB,ACB,CP,FS,SF,SH,sAMY,PAL,VENT,SPF,SPA,PP,GENd,LAT,ATN,MED,MTN,ILM,GENv,EPI,RT
SF,0.43006300056594166,0.5542940525384834,0.3352554150006223,0.4584169516523062,0.12673529892604327,0.37467011701553526,0.2975978290170306,0.08468557151585204,0.013676710410196876,0.05694553525228031,0.026962582026859416,0.09235504437463408,0.030164444854167794,0.1630779928286005,0.014888817308626285,0.06683293610151414,0.17956117210597455,0.28729252801709987,0.31137927859359305,0.39470429175061067,0.14015404506896295,0.19132881145064023,0.216677270536898,0.2815378533429677,0.2274837275485472,0.04206178289439882,0.042136434125670454,0.045360133839810364,0.20286457292184407,0.2654258846756433,0.21878338116752633,0.10575829577324966,0.13544808330912764,0.17819042016355027,0.152550571898736,0.07827903703877258,0.0486023482802193,0.3218161794494764,0.38156893834748057,0.3798112093242684,0.45035672623800166,0.6642026543385647,0.7649727431883185,0.7430040572513743,0.6451014476006894,0.6055122624056113,0.4762577029901061,0.4011581164116834,0.08531490835373814,0.0,0.871063308333486,0.32293842881907914,0.6294019216700921,0.2221281398479139,0.2173644760936642,0.36065155546099315,0.13784082209428353,0.07984740954254425,0.18288386555563665,0.3974512468949387,0.3999369231696595,0.5308693672637999,0.2985975121289062,0.1560643653581937,0.4614442594175384,0.3528409872048565
SH,0.41609718393476264,0.5574493631864834,0.4029092420686445,0.4767360762007386,0.2882728010104217,0.35959011176412736,0.32808509468202623,0.11465149469814358,0.0,0.002230189459062316,0.01926749823432302,0.0,0.0,0.07208964319145632,0.0,0.00444095182484496,0.0950088459301888,0.1350914062234948,0.20686173929040563,0.3028009704686735,0.09535067643284832,0.06742997000453431,0.14676550731456792,0.22555826388705374,0.14245370973588403,0.21793811097706242,0.08552504328279702,0.2165133180296822,0.23915524493518237,0.25728672032813754,0.28708048096465055,0.0,0.10933859399085454,0.11089645629938812,0.19054924416781932,0.07963718801613548,0.08601308143100968,0.2717059439281833,0.27540889559678305,0.2439735924296167,0.29860524548627204,0.6078809842554138,0.6706531270459775,0.6143893529563988,0.5130905792707501,0.5282846897394231,0.28610435570253284,0.3209656243716009,0.0930600351261842,0.871063308333486,0.0,0.21111352556760188,0.5817044619250601,0.08215890728764101,0.16391541764108497,0.29266426179464533,0.1209997171237391,0.04194054311760848,0.08942238847889764,0.2595213769118494,0.28024652664062627,0.42374244301165015,0.15915948883335196,0.06369999354312461,0.20512178884646548,0.18806492512434544
sAMY,0.22239434545094156,0.263718800264448,0.4204956870031519,0.5015083142893307,0.4248481722423977,0.4660301405047218,0.41763839848491224,0.3481142974109601,0.24892323869587202,0.22638536313296082,0.18746863872915548,0.29978312980019123,0.292959453938112,0.070174601231097,0.30678315306272746,0.329461117786942,0.05158941254667187,0.04967469902961888,0.08552787210728104,0.09405415534831149,0.02875457329846249,0.08731538690207014,0.09040432169023813,0.10378585230389692,0.03696409809867791,0.5347329787163925,0.5872140921389009,0.5693591277150425,0.4301401028286964,0.45076295992322435,0.523548664894376,0.12068768636970613,0.1588358907016517,0.1217319273875332,0.3068300285443926,0.5172428761495043,0.5252334535821656,0.784246612519872,0.7956486655028285,0.8064491806907554,0.7876053159520529,0.3886220476926089,0.2855968823693426,0.26093334356097053,0.2962025882377448,0.322203031885918,0.5046269086940174,0.6058094514960015,0.7396908951533043,0.32293842881907914,0.21111352556760188,0.0,0.6621959774645516,0.36576662194881804,0.4880369255180032,0.5829391614676827,0.5619267014341414,0.32530486980468837,0.2964301236135712,0.3781879442559412,0.519297727273383,0.5650913294576299,0.4783842656617625,0.3005979463777296,0.5470617371345401,0.40265411022732717
PAL,0.4630700788874265,0.4730763274107887,0.5523657805806351,0.5952438196061406,0.5149247609950086,0.5835155910370814,0.5399323310181107,0.40518710714473033,0.2896583182405829,0.23482127077365622,0.3411342054423897,0.3769006337271693,0.3514282980314302,0.31807058417865697,0.31727394510264023,0.33362084233076067,0.2475207307657416,0.26497742564467736,0.29690282393666156,0.3606600062029672,0.07647891783421194,0.15965937622768694,0.09961184135155508,0.16137788366625425,0.22015846463723437,0.5327827142248199,0.5087841371358813,0.5724263823003197,0.36992839630253077,0.39440259944174927,0.4597495053549731,0.20716429961635321,0.15975128455955884,0.13795800594003732,0.2884719693073489,0.46244919006482815,0.4350216664585014,0.6540592477753499,0.6795511766610838,0.6389772372006121,0.6000543780198333,0.5032511168493057,0.5180447866479204,0.5125052913834568,0.46893887241997867,0.5054965561206752,0.6541002782429203,0.5875883678399337,0.6934321529078992,0.6294019216700921,0.5817044619250601,0.6621959774645516,0.0,0.5152411205679349,0.5387010555920408,0.5960152022460703,0.44795512562372153,0.2616992809717272,0.42813160464817096,0.5315839005792332,0.6339982756393396,0.6319565308449339,0.5959991447104956,0.33268643537047143,0.6404733199225786,0.5560293798858076
VENT,0.6630591324251527,0.6373904798268643,0.6204867892488376,0.5873773691904085,0.6183397519526903,0.5639293338720455,0.5908709653114419,0.6754424518452289,0.7333243171241309,0.6640653220888973,0.6519539030061667,0.7042155705898019,0.7013525437084254,0.6690754892392862,0.7482812742658426,0.7104753641340489,0.6337477608444352,0.6085021648110335,0.6289396740040986,0.64467456850131,0.5405173458008025,0.59839487343556,0.5684175656054082,0.44629300566330576,0.6049013692833202,0.6094019215821554,0.5526084994153142,0.556531702369592,0.5444562970286286,0.4818198729485298,0.4960511754234751,0.5498296495894446,0.5428810465451608,0.5542002922269845,0.5780822420784403,0.6657180368472843,0.6730210693608641,0.36303082099228134,0.235612814721186,0.2036227772077894,0.11198522506902418,0.24557311056086648,0.13583079544588644,0.18460383341898115,0.2747828848057343,0.4061978918525828,0.2742186859433565,0.4407731009358093,0.37352782270372153,0.2221281398479139,0.08215890728764101,0.36576662194881804,0.5152411205679349,0.0,0.7182516248374093,0.6442214533826712,0.6320398505356115,0.6308199393151935,0.6903261318417998,0.6505977275021378,0.6736543978278113,0.5717491999620139,0.6949416977220486,0.6071821317085795,0.5267279599942835,0.7613585486106423
SPF,0.5295744712318219,0.4976767792250663,0.5671767258864576,0.5655073755716721,0.6200113889117009,0.5224876428136922,0.5311338086314735,0.6304623641121592,0.6094554734026767,0.45420712139077607,0.4655868605858666,0.6867734324378123,0.5887307221946391,0.5416676184103676,0.5809890280937448,0.7664114060949743,0.4880473581928035,0.37988149597255466,0.4564306993699964,0.45865928637267284,0.17201843794666086,0.3337873792871068,0.22890562356966515,0.0850660917252989,0.33684713157949575,0.6841298291532897,0.6976036459796113,0.6411161249453001,0.5560383242924541,0.47904285838509236,0.5839864342192886,0.44542641275361816,0.5143215168631955,0.4708935129092781,0.5816622106179311,0.7730303579941863,0.8001997646661969,0.484056750859249,0.3300455637681823,0.31361149235847163,0.13628538548889813,0.2615833931238915,0.06809667407502933,0.11380220085994623,0.2947506184917789,0.3795258379679802,0.3182480565581635,0.4885528343313128,0.5296802495496848,0.2173644760936642,0.16391541764108497,0.4880369255180032,0.5387010555920408,0.7182516248374093,0.0,0.7530417718639415,0.7102675275435816,0.6305040281212609,0.6412823081375498,0.36796400049114436,0.6766670570537532,0.555194929727419,0.7180900998970202,0.5605098272210021,0.4670640793133434,0.6912317834934427
SPA,0.5494524268938449,0.5359906899306335,0.6978835358499015,0.6992480861208337,0.733153945462518,0.6812401844712125,0.680601402193145,0.5928770819136164,0.3887568623818243,0.2619384802394155,0.20780841766653102,0.5258853701604379,0.2885897383787753,0.2345272917102388,0.28364406768204103,0.5379352429319381,0.22458410768197176,0.28609503708060935,0.4313133368096453,0.4643286386052387,0.08896718998485141,0.17529823902028824,0.12065790182507272,0.033996677395955036,0.2376508185328456,0.8013531703553648,0.7137648773654618,0.7486501590455328,0.43944548875381084,0.5088465669883528,0.5966796410468296,0.19347849235694659,0.16784889286204044,0.17816145145650397,0.32708731052691203,0.7393965387195226,0.708409116619793,0.40995918703577555,0.43773236566051843,0.4637895250473995,0.28183064391991736,0.34310716049702283,0.0475467857637234,0.1448779120993785,0.3363720087845037,0.412349777945025,0.48657689945132615,0.517999306012924,0.6206591701439658,0.36065155546099315,0.29266426179464533,0.5829391614676827,0.5960152022460703,0.6442214533826712,0.7530417718639415,0.0,0.30633010591834176,0.20162088221361552,0.4468261749684749,0.46972009477039356,0.7565469756901722,0.6727684748592155,0.712009883326105,0.1973362349381393,0.7353066013088785,0.6454306950750716
PP,0.2763457962941213,0.2875801718623719,0.25665062972485325,0.2984459391102288,0.14733738563853901,0.2344849888178149,0.18556385646382323,0.1787195500973676,0.3333751421089929,0.40608198546316804,0.25989435652354903,0.262173901731401,0.2288023799415969,0.31264313683337797,0.26410858620718636,0.588462236945338,0.3284952083648426,0.32244473492542186,0.28885328319869147,0.3273533099256858,0.412065473999667,0.5252376042375869,0.5275710969611329,0.39037406087736093,0.5310482409006633,0.16827025062936463,0.5035692671854424,0.21568069039475976,0.8548654531808771,0.67906218505082,0.7745801000135348,0.768502080457861,0.9197389724343938,0.8356107629130056,0.9231863485911057,0.3507521420374636,0.6009753413742502,0.7977539899340392,0.5127607931883695,0.376747791536217,0.24272076703843015,0.13443446017216593,0.05433184287105311,0.18666589237549222,0.26437756599256157,0.2623473206471914,0.008680311614920342,0.5787375266750104,0.2919314100143446,0.13784082209428353,0.1209997171237391,0.5619267014341414,0.44795512562372153,0.6320398505356115,0.7102675275435816,0.30633010591834176,0.0,0.9211940363156016,0.6192070341157188,0.13910848746842797,0.060629002397743,0.13274036456762062,0.8038730752154205,0.8932358736074842,0.11330463093670258,0.578259078394769
GENd,0.3776468242584997,0.34362089532928836,0.24986876150506274,0.22298973078020545,0.09326766353363676,0.15220952035976046,0.12104208899012424,0.3388638911269289,0.5796812440217979,0.6242381583487753,0.4609364541255275,0.4446937211437472,0.515640344861086,0.5426636679336313,0.5976555894578652,0.6721377544410911,0.7191204905599334,0.5724557908177708,0.5626463603395087,0.5229329278369114,0.7986560478009019,0.8467618940669489,0.8545879463195639,0.7146786566426019,0.7162089324413083,0.13033761464481317,0.4445349226849902,0.16014307216970203,0.8016673118196198,0.7330277887591071,0.6805115472241648,0.7388849905297313,0.8435657832437539,0.8229800503746597,0.8415154957079004,0.48154077213514057,0.6117861129039556,0.5308615484597856,0.25959135963737406,0.14740767039996652,0.01580845635639227,0.17570021164157734,0.17320696384299253,0.2464174837316614,0.25867668101075403,0.28051745060860916,0.0,0.3496739251445625,0.07343901745457684,0.07984740954254425,0.04194054311760848,0.32530486980468837,0.2616992809717272,0.6308199393151935,0.6305040281212609,0.20162088221361552,0.9211940363156016,0.0,0.7205099081123613,0.47022489231259146,0.09824148628376332,0.07323866795012207,0.6553816890573865,0.822502529410822,0.13173038558638026,0.6276940022989622
LAT,0.6348140459751395,0.5775195753554795,0.49949815423676525,0.396805053340309,0.46369923148544767,0.369863402293182,0.42600451484251545,0.6521620076996338,0.6616076727336492,0.6493973691646466,0.6472292812427165,0.6535602158734788,0.6868540093574967,0.6929556744066176,0.7053793931846477,0.6776550824999791,0.7173855854007837,0.6704295909183041,0.6691112123510835,0.6445007714611439,0.6969272826397338,0.7529966869329691,0.7485208526983854,0.6187957453088249,0.7050958781543611,0.4778484628305815,0.48632170441451605,0.40226517595431094,0.6909887045408982,0.6496889818836571,0.5995018298049017,0.6635962182028211,0.6906246166859293,0.7210620671702186,0.693953085497776,0.5848395927354167,0.6326258301922426,0.3529931697722828,0.15383670672011304,0.08488755146333671,0.0,0.48197299690681616,0.4483069567144614,0.4953696994864154,0.5692860028472647,0.5022240138149333,0.10996320976151647,0.39622686192347245,0.22566307334596086,0.18288386555563665,0.08942238847889764,0.2964301236135712,0.42813160464817096,0.6903261318417998,0.6412823081375498,0.4468261749684749,0.6192070341157188,0.7205099081123613,0.0,0.6448621323821533,0.4865976890623517,0.34669951706057395,0.6255689564435919,0.6614637649955922,0.4730326195431409,0.7114603887233565
ATN,0.7679264844754004,0.7867643420943655,0.7221793133596869,0.7438311860928227,0.6077638018616383,0.6946365022568348,0.6662432601176286,0.5432043523745508,0.4595218778542802,0.5563995061023768,0.5972751694694486,0.3255030634177442,0.5481113735742861,0.6867048624807401,0.5883409529699334,0.42765395252290306,0.7031885194810465,0.7528571469377872,0.7881286243405177,0.8128221233540164,0.6391760110846556,0.6401048170230321,0.6304539433940417,0.5731879218446573,0.7564272252573253,0.4682686239383021,0.3321132379503128,0.4791731813838719,0.45802294908973934,0.5175683038806482,0.41525353275773697,0.4542358723782913,0.30589300772161343,0.48358191192870964,0.3314431448270943,0.31964941427273774,0.32787354768251925,0.3262589115317392,0.3814687760343419,0.3600063749346544,0.33964061081414754,0.511164876085613,0.4484381087649102,0.4766620879720905,0.564733666135019,0.6361936520424252,0.4561410686842823,0.40724306191898596,0.32134764082719725,0.3974512468949387,0.2595213769118494,0.3781879442559412,0.5315839005792332,0.6505977275021378,0.36796400049114436,0.46972009477039356,0.13910848746842797,0.47022489231259146,0.6448621323821533,0.0,0.6837617465292593,0.6870881132637245,0.6637638079962462,0.4409795850854851,0.6112975649787931,0.7272479270493719
MED,0.699399124188442,0.7250342097950181,0.7695183840370166,0.8013678259610447,0.776842303854591,0.7760611062105207,0.7654334911017359,0.5798571846317719,0.3786297133758106,0.3639307888562659,0.40696508300702605,0.46436258059167135,0.40265173941801397,0.45130343829690966,0.3895245737547296,0.45262107437106797,0.42876373100661413,0.46047442780630615,0.4838865431312616,0.5552153238707133,0.25762662386239615,0.2779050926132624,0.21875521917104657,0.21835436854516316,0.45082129946620647,0.7456113635324082,0.6100395202648035,0.7286422722345722,0.3885472696703762,0.4430055747857524,0.5069329386507944,0.22873868389213597,0.11709477920780499,0.22119316028956984,0.26573841173516577,0.6350146835944349,0.5805826534961703,0.4149649817423428,0.46854881812199556,0.45887708492338347,0.394420522472249,0.4328074941176976,0.18482263643511812,0.1840669243808237,0.37814711830131953,0.5283799916757429,0.5246602856083704,0.48704518681697845,0.5400461879745042,0.3999369231696595,0.28024652664062627,0.519297727273383,0.6339982756393396,0.6736543978278113,0.6766670570537532,0.7565469756901722,0.060629002397743,0.09824148628376332,0.4865976890623517,0.6837617465292593,0.0,0.7721855964139639,0.7331468283121817,0.16156828546668103,0.7844940144666007,0.7168961123458325
MTN,0.6832439500150204,0.7769890127013646,0.7913926955295011,0.8752066851925787,0.7060339746728044,0.8085920788224457,0.7555138953845183,0.4351491190913935,0.27941020724176635,0.2731541258763225,0.3207953335461372,0.3271459070649719,0.23622113992499766,0.40513591237249086,0.25561521541352084,0.3776600457230778,0.39491244714653984,0.5056405595985154,0.5051538115895778,0.570612354933485,0.305800276561132,0.26985908893136223,0.2612111690904493,0.30395354173579836,0.5117957848573221,0.646589526182895,0.6054386844158027,0.6752114369251309,0.4378508435761847,0.5061379891115872,0.5508924458447434,0.1934599142019746,0.14763098875862335,0.2505950888167624,0.2771831248143303,0.5697688168719395,0.5448579375264391,0.49533253614347644,0.5665387650352118,0.5705412212121403,0.5452881030117845,0.5772189614601695,0.35987564396414595,0.34160526136269403,0.5128261725431132,0.6653125837834699,0.617720559804355,0.4565848900170966,0.5259880864846294,0.5308693672637999,0.42374244301165015,0.5650913294576299,0.6319565308449339,0.5717491999620139,0.555194929727419,0.6727684748592155,0.13274036456762062,0.07323866795012207,0.34669951706057395,0.6870881132637245,0.7721855964139639,0.0,0.6735893224770345,0.18311002211327349,0.7852937425983961,0.6347384081179305
ILM,0.6874474913310116,0.6853572645895929,0.6917535651225634,0.6861418789626466,0.7046913447999997,0.6726271553410064,0.6808292824910989,0.6214197757593719,0.5145903051781902,0.4880170624842519,0.52722256158594,0.5782310405315856,0.5670055782229786,0.5693052619692364,0.5568714933101936,0.5982330299204859,0.5479066267375453,0.5337280886694123,0.5663283868956136,0.6169234737798875,0.3521896614317084,0.4473897325451452,0.3787501199540003,0.3196448220841487,0.5243879548475532,0.6911027276150571,0.584862924702819,0.6489489267484723,0.6206244326991487,0.4925208393895757,0.5800038261873555,0.5379397662245505,0.6572991625158177,0.5902266451000178,0.6731209362081103,0.635032810155257,0.630257800521965,0.5197306799362705,0.37684387102060524,0.34840771233434237,0.2426943602616049,0.3114463579825009,0.10760172424417994,0.14904715999664242,0.31051953945771604,0.4478462299263974,0.41397531549376837,0.4950682489444456,0.48703985055767457,0.2985975121289062,0.15915948883335196,0.4783842656617625,0.5959991447104956,0.6949416977220486,0.7180900998970202,0.712009883326105,0.8038730752154205,0.6553816890573865,0.6255689564435919,0.6637638079962462,0.7331468283121817,0.6735893224770345,0.0,0.6237600889372482,0.6967686179738074,0.7323900340724654
GENv,0.26685506006430715,0.28927901684067137,0.19961133919577398,0.26026112751759345,0.02572667953408704,0.17417840705616083,0.11122544468385513,0.27972775005405204,0.6279477820867339,0.6851487000302928,0.411146458331206,0.43588639803952367,0.5953917983090575,0.5335381530673473,0.6996134867357383,0.6329385880922834,0.7306981490008391,0.4911198343308686,0.42403907322856016,0.4004745589901558,0.817837998455431,0.8497600520914134,0.8582826204155328,0.723078841889736,0.7277542665426021,0.0,0.29970111104270625,0.026545086054243466,0.7702253366656686,0.7092841625707524,0.6361512732478539,0.6943259096355126,0.8071371943842562,0.7816989912141646,0.8037685312943841,0.2612814539955237,0.47313831750078034,0.42689868123109165,0.188930203481847,0.1390415545827318,0.01422718792601223,0.22761766099724992,0.2991154095125699,0.34682526873997566,0.28458964931621,0.233341361956291,0.0,0.3340969042531489,0.08079736016896977,0.1560643653581937,0.06369999354312461,0.3005979463777296,0.33268643537047143,0.6071821317085795,0.5605098272210021,0.1973362349381393,0.8932358736074842,0.822502529410822,0.6614637649955922,0.4409795850854851,0.16156828546668103,0.18311002211327349,0.6237600889372482,0.0,0.12974739391873913,0.6058652956456704
EPI,0.5613879962454847,0.5811237491231671,0.6927584361633708,0.760526997769608,0.6317178653464172,0.7249544277624759,0.6489847180907917,0.3328035692764718,0.05950071410801146,0.19811877501123895,0.3731650880020773,0.08917748712069724,0.1827822297331421,0.4192846269132937,0.19993421706698336,0.17627994764016672,0.3876395063597573,0.39723633802193,0.4538190957824669,0.49082283635012697,0.19356297817909918,0.21859898663054161,0.1647891949137962,0.1379376425226824,0.3902540927665291,0.5751843961099825,0.49968462628553184,0.6355630907301213,0.3193410315482047,0.33931808164052074,0.39291235726660056,0.12736223229908814,0.12583295723185597,0.16964309855024426,0.1632942547937044,0.47156360615564896,0.3882127663850061,0.42134369784684916,0.5050454051758602,0.5100218349778171,0.41039499787387446,0.26638441561013987,0.16759927629301177,0.14167970338848515,0.24002165365843475,0.3143151051034315,0.5836489831674764,0.39173416743525474,0.5279140666471561,0.4614442594175384,0.20512178884646548,0.5470617371345401,0.6404733199225786,0.5267279599942835,0.4670640793133434,0.7353066013088785,0.11330463093670258,0.13173038558638026,0.4730326195431409,0.6112975649787931,0.7844940144666007,0.7852937425983961,0.6967686179738074,0.12974739391873913,0.0,0.6097264316322814
RT,0.6905903401274623,0.68379469079932,0.6389379965686057,0.6413716280845503,0.538763719448408,0.5857825346884482,0.5778932426816931,0.6327615570313747,0.7262955938253832,0.6813479064900931,0.6924888988801214,0.6442237760276708,0.7132203026472109,0.7108372252576455,0.7684618999724802,0.6308411869925883,0.6803469066478603,0.6885885361422236,0.7073320561184042,0.7179786325261298,0.6260088464544978,0.6444458934449736,0.6401400010029558,0.5532450723492481,0.6903278667582102,0.4572058124439341,0.38073596616224936,0.43107438517169533,0.490938401676747,0.49710758869816374,0.3929257903483086,0.5276802601087063,0.47117676681253273,0.5178427595203008,0.5059109508894104,0.4692839895773503,0.488367754042396,0.3466746014242533,0.321940399029594,0.3175624342111962,0.3001329061113122,0.3438441999005476,0.26031048209510077,0.3030136584420338,0.37224680610946165,0.5157743626243002,0.3661947505196105,0.45479009983343643,0.3304956674147973,0.3528409872048565,0.18806492512434544,0.40265411022732717,0.5560293798858076,0.7613585486106423,0.6912317834934427,0.6454306950750716,0.578259078394769,0.6276940022989622,0.7114603887233565,0.7272479270493719,0.7168961123458325,0.6347384081179305,0.7323900340724654,0.6058652956456704,0.6097264316322814,0.0
