,genes
4827,NTN5
4828,NAT14
4829,PCCA
4830,NEFL
4831,DCLK1
4832,MYH7B
4833,ZDHHC2
4834,USP3
4835,PCDH7
4836,SCAI
4837,CAMK1
4838,MEGF11
4839,MYO1B
4840,RTN3
4841,GNL3L
4842,SNAP47
4843,LAMA5
4844,TMEM100
4845,DSC2
4846,PABPC1
4847,WIPF3
4848,TAF1B
4849,SLC4A3
4850,APPL1
4851,MRC2
4852,MDH2
4853,IL1RAP
4854,AURKAIP1
4855,PRR22
4856,POLB
4857,RAC2
4858,PCDHB5
4859,RPH3AL
4860,ZBTB18
4861,HGSNAT
4862,ZFP37
4863,UBR7
4864,F11R
4865,PCK2
4866,RGS7BP
4867,GABRA6
4868,RAB3A
4869,SLC9A7
4870,SLC24A3
4871,DUSP19
4872,AFAP1
4873,CD46
4874,ARHGEF25
4875,SMARCD2
4876,ACE
4877,REC8
4878,CHST2
4879,RDH11
4880,GNB1
4881,ORAI2
4882,SRM
4883,DACT2
4884,KCTD6
4885,VWC2L
4886,ACTN1
4887,AGPS
4888,SYCE1
4889,PON2
4890,QRICH1
4891,UBE3A
4892,SRPRB
4893,ARHGEF11
4894,BCL2L12
4895,CAMK2N2
4896,BLVRA
4897,DUSP7
4898,NRXN1
4899,UPK1B
4900,KLHL35
4901,CIC
4902,TBC1D2B
4903,SLC15A2
4904,NQO1
4905,BCL9L
4906,PEG3
4907,CATSPERG
4908,JARID2
4909,MB
4910,ELOVL5
4911,NHLH1
4912,NPL
4913,TSPAN4
4914,MGAT4C
4915,SNAPIN
4916,ATG4D
4917,NDST4
4918,FBXW7
4919,RIPK2
4920,CLK4
4921,IFI30
4922,VCAM1
4923,PDCD6IP
4924,TTLL11
4925,FBXO16
4926,SYMPK
4927,IRF7
4928,MND1
4929,GINS3
4930,MYO5C
4931,LYPLA2
4932,FSBP
4933,FBXL3
4934,DQX1
4935,CHRNA6
4936,GAB1
4937,SNTG2
4938,SUB1
4939,DIS3
4940,ANKRD45
4941,SRL
4942,PKD1
4943,FAM220A
4944,RABEPK
4945,GUCA1A
4946,CNIH2
4947,GPC5
4948,SLC25A13
4949,BCCIP
4950,SEMA3E
4951,STX7
4952,SLC8A2
4953,TTC19
4954,PIGS
4955,HSD11B1
4956,DNAJC4
4957,PCDH8
4958,TMED7
4959,INTS10
4960,PVALB
4961,RSPO3
4962,IPCEF1
4963,SERTAD4
4964,VASN
4965,MAN1A1
4966,NOX4
4967,ZFHX4
4968,CNKSR2
4969,SGMS1
4970,BAIAP2
4971,ADARB1
4972,CDKL2
4973,BIRC3
4974,LIMS2
4975,FAP
4976,DBP
4977,PRR16
4978,NRN1
4979,MAN1A2
4980,AUH
4981,ARHGEF3
4982,CCNT2
4983,EXOSC5
4984,KDM4A
4985,GALNT7
4986,MYT1L
4987,HNRNPU
4988,RAD54L
4989,KLF11
4990,GNPAT
4991,METTL3
4992,ERI1
4993,ZNF786
4994,PDE3A
4995,FAM32A
4996,TPBG
4997,POU3F4
4998,FANCA
4999,ZBTB4
5000,SCN5A
5001,HSPE1
5002,CDK7
5003,IFNGR1
5004,BAP1
5005,CORO2A
5006,RFTN1
5007,SEZ6
5008,TANGO2
5009,SCAF4
5010,EPHA4
5011,RNF150
5012,PHLPP2
5013,B3GALT6
5014,FHOD3
5015,TMEM59
5016,HIPK2
5017,GGH
5018,SPRN
5019,DPY19L4
5020,TBC1D10C
5021,PPP2R5B
5022,TADA2B
5023,ICA1
5024,CTSD
5025,KLHL4
5026,CCDC113
5027,SDK2
5028,TLR4
5029,CHD6
5030,ADRA2B
5031,NPR2
5032,PDZD4
5033,SRGAP2
5034,CDK1
5035,SLC8A3
5036,CASP7
5037,ECE1
5038,PSMD12
5039,NAPB
5040,GJB1
5041,C7orf25
5042,TNIP2
5043,GPLD1
5044,RRP7A
5045,PHC2
5046,LRIG3
5047,MANSC1
5048,PPP1R16A
5049,RSBN1
5050,MYEF2
5051,NSUN3
5052,CCDC88B
5053,ZNF236
5054,SHROOM2
5055,ASCL1
5056,GABRA3
5057,SLC38A7
5058,CINP
5059,ENPP6
5060,BAZ2B
5061,ATP2B2
5062,GLIPR2
