,genes
3260,MPHOSPH9
3261,TRIM62
3262,UBL7
3263,VARS2
3264,NIPA1
3265,PHF20
3266,ENTPD3
3267,TEPP
3268,GCFC2
3269,ZCWPW1
3270,S100A16
3271,METAP2
3272,MOV10
3273,PTTG1
3274,SP110
3275,NAT1
3276,SPATS2
3277,CCR10
3278,TFAP2D
3279,TYRO3
3280,GPATCH8
3281,WDFY2
3282,STOM
3283,JMY
3284,SNRPA1
3285,COL3A1
3286,HES1
3287,KIN
3288,PLTP
3289,RNF121
3290,DENND1A
3291,HSPA12B
3292,SDHA
3293,KCNS1
3294,CDKN1B
3295,MZF1
3296,LYPLAL1
3297,BCAR3
3298,UPP1
3299,PDCD4
3300,GLTP
3301,CEP192
3302,CRKL
3303,DCHS1
3304,IL13RA2
3305,CPPED1
3306,KIF26A
3307,COL11A1
3308,WNT2B
3309,COL1A2
3310,NKAPL
3311,TRMT11
3312,TYRP1
3313,GEMIN8
3314,LRRC20
3315,JDP2
3316,CACNA1G
3317,KIF1C
3318,ESM1
3319,DHRS7B
3320,PGK1
3321,SHISA7
3322,ATAD2
3323,NFIC
3324,MC4R
3325,PPARGC1B
3326,CD84
3327,HTR2A
3328,C5AR1
3329,LRRC32
3330,SMARCA1
3331,HRH3
3332,CUL9
3333,CACNA1H
3334,RAD52
3335,CDC6
3336,MDGA1
3337,GMPS
3338,MSANTD1
3339,IMPDH1
3340,ST3GAL1
3341,ZRANB3
3342,TRIM44
3343,PDP2
3344,ZNF438
3345,ITPA
3346,HGF
3347,DOC2B
3348,SRA1
3349,STK24
3350,ACAA2
3351,NRN1L
3352,TWIST2
3353,HS3ST5
3354,DCP1A
3355,SYTL5
3356,EPN3
3357,PHGDH
3358,NEUROG2
3359,ABCC9
3360,ATP2C2
3361,PNPT1
3362,PSMB9
3363,TMEM132D
3364,SSPN
3365,ABHD4
3366,CYTL1
3367,DDX39A
3368,EHMT1
3369,RAB37
3370,SHCBP1
3371,ULK2
3372,DOCK7
3373,TSHZ1
3374,MAPK15
3375,LYRM4
3376,CIT
3377,DHX57
3378,CCDC146
3379,SLC35F4
3380,LGI4
3381,COL5A1
3382,CSDC2
3383,MYH15
3384,CERS1
3385,KIRREL3
3386,COL24A1
3387,TTC16
3388,ZDHHC12
3389,FAM98C
3390,CACNG3
3391,ANK3
3392,FABP7
3393,TEP1
3394,GON4L
3395,KL
3396,IL33
3397,SNCB
3398,RBM4
3399,ZBTB8OS
3400,ADAMTS8
3401,DRP2
3402,IL17RE
3403,PFKL
3404,EAF2
3405,SLC45A4
3406,FAM71E1
3407,ALOX12B
3408,GSN
3409,DEPDC7
3410,KCNMA1
3411,SLC38A1
3412,CH25H
3413,EFEMP2
3414,PRCP
3415,RMDN1
3416,GAS2
3417,ENKUR
3418,CCDC39
3419,VPS37B
3420,KLF15
3421,SZT2
3422,PLEKHB1
3423,TVP23A
3424,CD37
3425,RNF123
3426,GABRG2
3427,STAC
3428,SPIRE1
3429,UAP1L1
3430,BHLHE40
3431,ST3GAL6
3432,TIMM44
3433,ZCCHC8
3434,AMDHD2
3435,PTPN3
3436,LTBP4
3437,CYC1
3438,PRKAA2
3439,ZC3H12A
3440,LSMEM1
3441,SRPX
3442,STARD9
3443,FZD3
3444,BOK
3445,CHRDL1
3446,ITGA6
3447,DDX58
3448,SMARCD1
3449,CCDC91
3450,SPARCL1
3451,SIPA1
3452,MYOF
3453,FOXRED1
3454,CAMKK1
3455,FCGRT
3456,CXCR4
3457,CCDC18
3458,RMND5B
3459,FXYD7
3460,CHRNA2
3461,LYNX1
3462,ALDH4A1
3463,TPRKB
3464,TMEM45A
3465,TMOD2
3466,NDUFV1
3467,HCK
3468,ZNF267
3469,CHST3
3470,GCKR
3471,FAM110B
3472,PRDM8
3473,MRPL22
3474,RAB23
3475,DNAJC25
3476,AIFM3
3477,B3GNT5
3478,KBTBD4
3479,RPS6KB1
3480,SYT2
3481,KCTD8
3482,CHTF18
3483,MEGF8
3484,FNDC3A
3485,YPEL3
3486,TIAM2
3487,RASSF4
3488,ERBB4
3489,ST8SIA2
3490,CMTM7
3491,ALPK3
3492,NAGPA
3493,DTX3
3494,CCNE1
3495,TTYH2
3496,ERCC6L2
3497,WDFY4
3498,SEMA3D
3499,PI4KA
3500,MFAP3L
3501,CLVS2
3502,SELPLG
3503,TNS3
3504,CYP1B1
3505,PLXND1
3506,SORBS3
3507,TPCN2
3508,FUT11
3509,ABCC12
3510,TNFSF13B
3511,LMBR1L
3512,ZNF280C
3513,CHST8
3514,CCDC138
3515,SPNS2
3516,UQCRC1
3517,SPG7
3518,AHI1
3519,PDS5A
3520,RBM20
3521,ZMAT1
3522,EFEMP1
3523,ZBTB1
3524,RHOBTB2
3525,SETD7
3526,RFTN2
3527,NUMA1
3528,CELF5
3529,AURKA
3530,IRF5
3531,ARMC1
3532,ANKRD33B
3533,POLDIP2
3534,SATB2
3535,IZUMO4
3536,FADS2
3537,RASIP1
3538,FLT3
3539,ZNF791
3540,PRKCE
3541,MXD1
3542,UCMA
3543,ADCY9
3544,RASAL1
3545,NFASC
3546,CLP1
3547,MCPH1
3548,ZBTB7C
3549,PXDC1
3550,CEND1
3551,MRPL45
3552,STAU2
3553,CNBD2
3554,CDT1
3555,SUMO1
3556,TIMM22
3557,BAZ2A
3558,C2CD2
3559,SPATA19
3560,EPM2AIP1
3561,ISLR2
3562,GIPC1
3563,KLHDC3
3564,TRIB1
3565,USP42
3566,UNC13A
3567,TRA2B
3568,FARP1
3569,PILRA
3570,CRYZ
3571,CCDC12
3572,RBFOX2
3573,CHRAC1
3574,SLC1A3
3575,ASB5
3576,WDR37
3577,XPR1
3578,FOCAD
3579,PRKD1
3580,ADCY1
3581,P4HA1
3582,RFC3
3583,AMT
3584,BRINP3
3585,DNAH11
3586,OSBPL1A
3587,NCKIPSD
3588,ASCC1
3589,LOXL1
3590,NUB1
3591,RBFOX1
3592,ZNF467
3593,PPM1L
3594,CROT
3595,MRPS30
3596,KLHL6
3597,GNL2
3598,FMO2
3599,TIGD3
3600,MORN3
3601,FBXO9
3602,DHX16
3603,TRIP6
3604,IL1B
3605,RASA3
3606,EXOSC1
3607,USO1
3608,SLC35F1
3609,MAL2
3610,ROPN1L
3611,ZNF365
3612,NTSR1
3613,HSD17B7
3614,MCM9
3615,SLC25A15
3616,ARHGAP18
3617,MFSD10
3618,ANKRD16
3619,INTS4
3620,AHNAK2
3621,TPST2
3622,CCNJ
3623,RRNAD1
3624,GALNTL6
3625,NR4A1
3626,ARHGAP23
3627,OSBPL5
3628,POLR3G
3629,ALMS1
3630,KCNQ2
3631,CMSS1
3632,MRM1
3633,TCEA3
3634,NCF2
3635,PLEKHA1
3636,ANO7
3637,PDGFRA
3638,TMOD4
3639,CASD1
3640,SH3BGRL
3641,CD300A
3642,NUPR1
3643,CA4
3644,NREP
3645,EIF5
3646,SPATS2L
3647,COX7A1
3648,NDRG3
3649,ATP1B3
3650,CNTN6
3651,NEK5
3652,BHLHE22
3653,NIPA2
3654,NENF
3655,ILK
3656,MAP3K19
3657,ADAMTSL2
3658,CPED1
3659,FLRT3
3660,PURB
3661,DOCK10
3662,ANKS6
3663,MBOAT2
3664,VGLL4
3665,EVI5
3666,NUS1
3667,GPBP1L1
3668,ALDH9A1
3669,VCPKMT
3670,TRANK1
3671,LAMC2
3672,FOS
3673,IFFO1
3674,SLC25A12
3675,CLIC5
3676,REST
3677,TPK1
3678,BLNK
3679,NID2
3680,KIAA1755
3681,TBC1D24
3682,ARL5C
3683,MAPK10
3684,GPR61
3685,ADAM23
3686,ALPK1
3687,ZMYM1
3688,FAM47E
3689,RGS22
3690,ADRA1B
3691,CNOT4
3692,PIK3C2G
3693,TICAM1
3694,NUP214
3695,STIL
3696,XPO1
3697,USP13
3698,ADAM11
3699,CHAF1A
3700,FYCO1
3701,LRRC6
3702,HIPK4
3703,SOX21
3704,RELT
3705,RMI1
3706,INPP1
3707,SCN2B
3708,ENTPD1
3709,PCP4
3710,TIFA
3711,KANK4
3712,RASSF9
3713,GABRA5
3714,IMPA1
3715,NANOS1
3716,WDSUB1
3717,SUPT16H
3718,KCNH4
3719,SGPL1
3720,RASAL2
3721,AACS
3722,DENND4B
3723,MYBPH
3724,FAM126B
3725,NAV1
3726,PTCH1
3727,AFP
3728,MRPL12
3729,ISOC1
3730,C12orf60
3731,TTPA
3732,PEX14
3733,KIAA1549L
3734,MOGS
3735,DENND4A
3736,RXFP1
3737,PKP4
3738,IQGAP1
3739,NETO2
3740,FBXO34
3741,TAF4B
3742,PCGF1
3743,AR
3744,KCND1
3745,LDHD
3746,DENND2D
3747,CARTPT
3748,HFE
3749,CEP63
3750,DTX3L
3751,VAT1L
3752,CDKN1A
3753,TULP3
3754,OPRD1
3755,ADORA1
3756,SCAPER
3757,SERTAD2
3758,CDH22
3759,LAT2
3760,TTC28
3761,CDH11
3762,UBAC2
3763,SLC35C2
3764,PCGF3
3765,MRPS26
3766,DENND2A
3767,EIF4E2
3768,ANKRD37
3769,ABCA4
3770,TMOD1
3771,TET1
3772,TMEM39B
3773,GFAP
3774,PITRM1
3775,SLC8A1
3776,NAT9
3777,OXGR1
3778,SPICE1
3779,GULP1
3780,SLC2A10
3781,PDXK
3782,NRP2
3783,DCUN1D2
3784,KLHL5
3785,ZNF483
3786,GRIA1
3787,GGT7
3788,TTC21B
3789,DCLRE1B
3790,TMX3
3791,LMAN1
3792,EVA1C
3793,ZNF248
3794,KDM2B
3795,CAMKK2
3796,ST8SIA4
3797,TSHZ2
3798,C1QA
3799,PIGL
3800,CHRNA4
3801,ZBTB5
3802,HARBI1
3803,B4GALT6
3804,SLC27A3
3805,PSME4
3806,KCNH1
3807,IVD
3808,IPO9
3809,MEIS2
3810,NFIB
3811,KCNQ1
3812,E2F7
3813,R3HDM2
3814,TTC25
3815,PDE11A
3816,ECD
3817,TUBD1
3818,CTSZ
3819,TBR1
3820,NAPEPLD
3821,SHROOM3
3822,SYT17
3823,NTMT1
3824,DMKN
3825,SAMD3
3826,MICAL1
3827,ART3
3828,MOB2
3829,ATP1B2
3830,EYA1
3831,ATP6V0A2
3832,MYPOP
3833,PDP1
3834,IER5L
3835,PRC1
3836,MTFP1
3837,SLC5A5
3838,OSBPL11
3839,CMKLR1
3840,ASAH2
3841,WFDC1
3842,SNN
3843,PRKAR2A
3844,TMEM81
3845,MAD2L1
3846,MMP16
3847,SLC44A5
3848,RUSC2
3849,CDC25B
3850,MCL1
3851,SLC25A36
3852,BCL11A
3853,STK17B
3854,COLGALT2
3855,SERTAD1
3856,MOB1B
3857,RPF1
3858,LIMCH1
3859,P2RY12
3860,TPD52
3861,GNG8
3862,PIK3R1
3863,FBXO32
3864,ATXN1L
3865,GPR151
3866,ARL10
3867,BANP
3868,GRM7
3869,RET
3870,CCDC8
3871,SDK1
3872,SERPINA3
3873,RGS7
3874,RRM1
3875,EMX1
3876,B4GALNT1
3877,STRADA
3878,DCAF6
3879,PDE1A
3880,RABL2A
3881,SART1
3882,TRAF3
3883,ZCCHC2
3884,LINGO4
3885,JUP
3886,ITPK1
3887,NLK
3888,PAK1
3889,PIM3
3890,C15orf41
3891,SNX14
3892,DLL1
3893,GLMN
3894,STARD5
3895,EIF3B
3896,NR1H2
3897,SMTNL2
3898,FAM163A
3899,CXCL16
3900,NFKBIA
3901,KHDC3L
3902,ATP2B1
3903,ELMO3
3904,AK2
3905,RNF26
3906,MYO19
3907,GPD1
3908,HNRNPC
3909,PPP1R12A
3910,KCNK1
3911,KCNB2
3912,WLS
3913,ITGA8
3914,UBALD1
3915,PARS2
3916,NDUFS1
3917,CNNM1
3918,TRIP4
3919,FAM13C
3920,ALCAM
3921,MAN2A2
3922,VSTM4
3923,QPCT
3924,TINAGL1
3925,RHOBTB1
3926,LAMC1
3927,CLMP
3928,HMG20A
3929,PRKD2
3930,CCR5
3931,SPSB3
3932,PHEX
3933,FZD1
3934,GRID2IP
3935,ASB13
3936,RIBC1
3937,TRPT1
3938,SMG5
3939,SFRP4
3940,NQO2
3941,CREBZF
3942,SCUBE2
3943,RGL2
3944,CTSC
3945,CHCHD10
3946,SIAE
3947,SNX7
3948,ARMC3
3949,RTCB
3950,NFE2L2
3951,OXR1
3952,VSTM2A
3953,SNED1
3954,GTF2F2
3955,LTV1
3956,NCKAP5
3957,CCDC59
3958,AP4M1
3959,AMMECR1
3960,MMACHC
3961,MMP15
3962,GPR176
3963,NKAIN4
3964,KLC2
3965,MAP2K2
3966,ABT1
3967,RASGRP2
3968,ENOX2
3969,ZFYVE21
3970,EXO5
3971,ALS2
3972,ESRRG
3973,SMIM3
3974,AMER2
3975,CRAT
3976,KREMEN2
3977,DLST
3978,SLC2A5
3979,PTTG1IP
3980,PABPC1L
3981,IGFBP6
3982,WFDC2
3983,MYO9B
3984,TTC39A
3985,CHAC1
3986,STAR
3987,PRKCA
3988,MRPL4
3989,PELI3
3990,ATF5
3991,PKNOX2
3992,CCDC25
3993,SCN4B
3994,ERBB2
3995,CLIC4
3996,SPNS1
3997,KCNMB1
3998,IFT122
3999,AIP
4000,TOMM40
4001,NCAM2
4002,ZC3HC1
4003,ATG2B
4004,CA7
4005,ZYX
4006,BEAN1
4007,HPGDS
4008,HYLS1
4009,UCP2
4010,MEI1
4011,TDP2
4012,PRKG1
4013,ABCF2
4014,RABEP2
4015,GRB14
4016,NDUFAF4
4017,PCDH15
4018,LUZP2
4019,RAB36
4020,TRIP11
4021,LIN28B
4022,LDLRAD4
4023,PARD6B
4024,RAB40C
4025,ERRFI1
4026,ZNF2
4027,ZNF804A
4028,ZNF711
4029,PARN
4030,ITGA9
4031,HDAC6
4032,DUS4L
4033,ZDHHC14
4034,IDE
4035,SLC25A25
4036,TARS2
4037,SIX4
4038,HIVEP2
4039,TENM3
4040,NAT8L
4041,TSC22D3
4042,CRB1
4043,CSRP1
4044,ANAPC1
4045,PREP
4046,CLK1
4047,BRPF1
4048,CRYBA2
4049,MCM7
4050,CLIP2
4051,BAZ1B
4052,TESC
4053,FCHO1
4054,HEATR5A
4055,ADA
4056,MBNL2
4057,INTS9
4058,PNPLA3
4059,ELP4
4060,INTS5
4061,SLFN5
4062,LLGL1
4063,HERC6
4064,SH3TC1
4065,PBX4
4066,TMEM200A
4067,RFC2
4068,OLIG1
4069,STX5
4070,BIVM
4071,THEG
4072,RCC2
4073,SLC17A8
4074,CLN3
4075,TOX3
4076,CDKL1
4077,NUDT5
4078,SCGN
4079,ELK3
4080,TAF13
4081,DNAH1
4082,DPF3
4083,SERPINF1
4084,SLC6A15
4085,NOSIP
4086,COG7
4087,OLFML2B
4088,HPRT1
4089,GLA
4090,FBLN7
4091,MEF2C
4092,SLC35D1
4093,CMTM3
4094,RAI14
4095,POLI
4096,ANK1
4097,SCN1A
4098,SLC38A8
4099,TBK1
4100,PDE1B
4101,CABLES2
4102,VWCE
4103,PDE4A
4104,LIX1L
4105,GREM2
4106,KCNJ3
4107,LRRTM2
4108,ZNF521
4109,ZFYVE16
4110,SLC38A11
4111,ATP10B
4112,NEK2
4113,KRI1
4114,NANP
4115,FAM107A
4116,NFAT5
4117,SRSF1
4118,PLA2G7
4119,GABRA1
4120,SPAG1
4121,OSR1
4122,TTBK2
4123,PRMT7
4124,CCAR1
4125,ZMAT4
4126,GNL1
4127,ENO2
4128,SIDT1
4129,PUS7L
4130,UTP15
4131,RUNDC3B
4132,RXFP2
4133,VPS37D
4134,RTP1
4135,IQCE
4136,NXNL2
4137,PPIP5K1
4138,SLC7A11
4139,TMEM161A
4140,PGAP1
4141,GALE
4142,MOGAT1
4143,FKBP5
4144,TMCC3
4145,DBNDD1
4146,LTBP1
4147,LIN7C
4148,NADSYN1
4149,GTF3C3
4150,AHRR
4151,SMPX
4152,GRIA4
4153,SYT12
4154,DDX3Y
4155,ADORA2B
4156,PPP2R2D
4157,CELSR3
4158,CCNB1
4159,HSPA4L
4160,POU2F1
4161,EFHB
4162,EBPL
4163,TACC2
4164,GLRA3
4165,TCERG1L
4166,SLC35A4
4167,LRRC55
4168,MDM1
4169,GLDC
4170,HBEGF
4171,POR
4172,SNAPC4
4173,GAL3ST4
4174,MAMDC4
4175,INPP5E
4176,KIAA1522
4177,PNKD
4178,TUBA8
4179,TPD52L1
4180,PNPLA6
4181,DPYS
4182,RAB39A
4183,UNC5D
4184,NSUN6
4185,HECTD1
4186,LPAR6
4187,MPP1
4188,AMZ1
4189,SPTBN4
4190,F13A1
4191,GALNT3
4192,CHEK2
4193,SNAP25
4194,MLXIPL
4195,PLB1
4196,KCTD15
4197,RTKN
4198,ZCCHC18
4199,PLD4
4200,MYO5B
4201,LRRC36
4202,CTSV
4203,PAN2
4204,CD86
4205,PPIL3
4206,PRRG3
4207,GTF3C5
4208,MACROD2
4209,ZBTB33
4210,UBE2Z
4211,SIGIRR
4212,CYP26A1
4213,SH3RF2
4214,GSK3B
4215,TMPRSS5
4216,GID8
4217,IFT88
4218,IKZF4
4219,CYFIP1
4220,C1GALT1
4221,WDPCP
4222,ATP2A2
4223,GRK4
4224,FRZB
4225,NLGN1
4226,NRG4
4227,NECAP1
4228,APOO
4229,PIP4K2A
4230,HECW1
4231,TACC3
4232,FBXL14
4233,TMEM52
4234,CAV2
4235,MTIF3
4236,TMEM127
4237,EPHB2
4238,FOXN2
4239,FBXL4
4240,TMEM179
4241,STK3
4242,SUMF2
4243,ATRNL1
4244,TP53I11
4245,KIFC3
4246,CAPN1
4247,MRGBP
4248,SMYD4
4249,CIZ1
4250,UBE2QL1
4251,MID1IP1
4252,MYO18A
4253,IDH3G
4254,ABCA5
4255,DOCK5
4256,ISCA1
4257,TIMM23
4258,HEMK1
4259,COPG1
4260,SOGA3
4261,KATNA1
4262,ARHGEF10L
4263,RPUSD1
4264,UBE3D
4265,SLC39A11
4266,GNAO1
4267,ZMYND8
4268,MTMR4
4269,WDR91
4270,COL13A1
4271,UBE2E1
4272,CDADC1
4273,ATP8B2
4274,NSMCE4A
4275,ZNF471
4276,GADD45B
4277,ARC
4278,HDAC8
4279,HIP1
4280,ANKRD42
4281,PCDHB3
4282,SLTM
4283,DZIP1L
4284,ZNF35
4285,OPRK1
4286,MLLT6
4287,ZDHHC13
4288,SGSM1
4289,FZD4
4290,HTR4
4291,TTC12
4292,CALCR
4293,UCP3
4294,FAXC
4295,TSC2
4296,CTDSP1
4297,DHRS11
4298,MGARP
4299,MVB12B
4300,THOC5
4301,SOX3
4302,CPNE8
4303,SIRT2
4304,SOX9
4305,ARNT2
4306,ACCS
4307,TMEM14A
4308,C1orf94
4309,SEMA4A
4310,RHOU
4311,ANG
4312,KCNC3
4313,PRTG
4314,OGFR
4315,WIF1
4316,ACVR1B
4317,CDH7
4318,SPPL3
4319,PELI1
4320,MRC1
4321,TPD52L2
4322,NEU3
4323,CADM4
4324,CTHRC1
4325,METTL24
4326,NPNT
4327,NSG1
4328,PAIP2B
4329,DNALI1
4330,FAM110A
4331,DOC2A
4332,KCNH6
4333,KAT2B
4334,ADAM22
4335,BRPF3
4336,CRTC1
4337,FAM160B2
4338,NRIP3
4339,CCDC130
4340,DNAJC1
4341,IER5
4342,ZFYVE9
4343,RBPMS2
4344,CDK11A
4345,NTN5
4346,LRIG2
4347,NEFL
4348,NTM
4349,MTIF2
4350,ASPSCR1
4351,DCLK1
4352,MYH7B
4353,ZKSCAN5
4354,ZDHHC2
4355,USP3
4356,PCDH7
4357,SCAI
4358,MYO1B
4359,VCAN
4360,MED31
4361,LAMA5
4362,TMEM100
4363,DSC2
4364,SLC4A3
4365,APPL1
4366,MRC2
4367,IL1RAP
4368,TMEM87A
4369,MROH8
4370,POLB
4371,RAC2
4372,PCDHB5
4373,RPH3AL
4374,ZBTB18
4375,ETV5
4376,RNFT1
4377,EIF2B2
4378,SLC9A7
4379,MYO5A
4380,CD46
4381,SMARCD2
4382,ACE
4383,CHST2
4384,RDH11
4385,DHRS1
4386,PRSS35
4387,DACT2
4388,ATP9A
4389,KCTD6
4390,ZMYM4
4391,VWC2L
4392,SMCHD1
4393,PON2
4394,QRICH1
4395,SNTG1
4396,ARHGEF11
4397,SAC3D1
4398,FAM111A
4399,BLVRA
4400,DUSP7
4401,NRXN1
4402,SLC25A3
4403,STRADB
4404,MAVS
4405,TRPS1
4406,SLC15A2
4407,THBS4
4408,CATSPERG
4409,JMJD1C
4410,CHD1L
4411,ELOVL5
4412,TSPAN4
4413,MGAT4C
4414,ATG4D
4415,AANAT
4416,NDST4
4417,FBXW7
4418,TMEM143
4419,RIPK2
4420,CLK4
4421,F3
4422,IFI30
4423,NIPAL2
4424,VCAM1
4425,TTLL11
4426,DAP
4427,FBXO16
4428,SYMPK
4429,IRF7
4430,MRPS11
4431,SLC22A15
4432,MYO5C
4433,FSBP
4434,DQX1
4435,DIS3
4436,SRL
4437,PKD1
4438,RABEPK
4439,GUCA1A
4440,IL7R
4441,DUSP9
4442,BAG5
4443,ABRACL
4444,C2CD3
4445,MIPEP
4446,RYBP
4447,PTPN12
4448,ALDH18A1
4449,GOT1
4450,DNAJC4
4451,ABCC4
4452,TMED7
4453,SLC30A7
4454,SNW1
4455,PVALB
4456,RSPO3
4457,IPCEF1
4458,SERTAD4
4459,RNF2
4460,MAN1A1
4461,MTMR14
4462,PIEZO1
4463,NOX4
4464,CNKSR2
4465,PCSK1
4466,ADARB1
4467,MAP3K14
4468,BIRC3
4469,GRB10
4470,LIMS2
4471,DBP
4472,NRN1
4473,AUH
4474,TET3
4475,GNA13
4476,ARHGEF3
4477,BEND6
4478,RNF6
4479,KDM4A
4480,GALNT7
4481,OGFOD2
4482,MYT1L
4483,VPS9D1
4484,KLF11
4485,FDX1
4486,ERI1
4487,PDE3A
4488,TPBG
4489,UPF3A
4490,VCL
4491,LAMA4
4492,PAWR
4493,ZBTB4
4494,SCN5A
4495,CDK5RAP2
4496,IFNGR1
4497,CORO2A
4498,RFTN1
4499,SEZ6
4500,TMEM123
4501,EPHA4
4502,RNF150
4503,PHLPP2
4504,MAP1A
4505,STRN3
4506,HIPK2
4507,GGH
4508,SPRN
4509,TBC1D10C
4510,ICA1
4511,SDK2
4512,ZNF7
4513,CHD6
4514,TMEM156
4515,CDK1
4516,MRPS22
4517,NID1
4518,SLC12A8
4519,SLC8A3
4520,PSMD12
4521,GAN
4522,SLC29A3
4523,DHX35
4524,TNIP2
4525,GPLD1
4526,ZEB1
4527,LRIG3
4528,MLLT10
4529,RSBN1
4530,CBX5
4531,WWTR1
4532,MEDAG
4533,ATP13A4
4534,ZNF623
4535,PPP4R2
4536,SHROOM2
4537,GABRA3
4538,TRIM29
4539,BAZ2B
4540,ATP2B2
4541,GLIPR2
