,genes
15303,ZNF70
15304,CARD9
15305,PEAR1
15306,ZFP69B
15307,TMEM202
15308,SOWAHD
15309,ZFP69
15310,HELT
15311,RTL4
15312,TMEM220
15313,C2orf78
15314,EIF4EBP1
15315,P2RX2
15316,ASCL4
15317,OR6C75
15318,CCDC157
15319,TTC24
15320,FAM122A
15321,PALM3
15322,GFRAL
15323,FYB2
15324,SHISA7
15325,LRRC74B
15326,DMBT1
15327,CLEC17A
15328,OR51I2
15329,LCN10
15330,LDLRAD2
15331,C2orf66
15332,OVCH1
15333,PMS2CL
15334,CYHR1
15335,COL14A1
15336,DNER
15337,CPSF4L
15338,KLHL17
15339,ZCCHC13
15340,PLA2G2C
15341,ANKRD19P
15342,ZSCAN23
15343,RINL
15344,C17orf99
15345,OR7D2
15346,TPRG1
15347,SNHG28
15348,MORN2
15349,RTP5
15350,S100A3
15351,UBQLN2
15352,RILPL1
15353,C19orf67
15354,ZNF490
15355,CLCN1
15356,NRN1L
15357,NWD1
15358,ARL4C
15359,RNF133
15360,TREML4
15361,RAB42
15362,WNT7B
15363,C11orf95
15364,SCGB1C1
15365,PLA2G4E
15366,MESP2
15367,EYS
15368,C6orf132
15369,OR2AG2
15370,MAPK12
15371,TMEM215
15372,COL4A5
15373,AGRN
15374,NHS
15375,FAM166A
15376,ZNF626
15377,HEPACAM2
15378,SMTNL2
15379,ZC3H6
15380,LINC00265
15381,LAMTOR4
15382,PRKAR1B
15383,DCUN1D3
15384,ZNF793
15385,TUBB4B
15386,PP7080
15387,COMMD6
15388,PLA2G2A
15389,IL17REL
15390,HYKK
15391,OR7A5
15392,C15orf62
15393,RUFY4
15394,ZNF383
15395,HES4
15396,IGFL1
15397,ZNF669
15398,LRRIQ4
15399,CENPP
15400,PLSCR1
15401,C3orf62
15402,ENO4
15403,ZNF559
15404,SBK1
15405,OR6C6
15406,BSPH1
15407,SLC38A3
15408,OR6N2
15409,GTF2F2
15410,FOCAD
15411,PRR19
15412,ZP3
15413,C10orf99
15414,IFNA2
15415,JAKMIP3
15416,PPP3R2
15417,PDCD1
15418,CLEC2A
15419,GPR21
15420,TCTEX1D4
15421,SELL
15422,CHM
15423,NANOS2
15424,CERKL
15425,SLC24A5
15426,IER5L
15427,INSC
15428,SERPINA5
15429,C19orf54
15430,LCTL
15431,NCCRP1
15432,KRTDAP
15433,COL25A1
15434,FAM83G
15435,CFAP77
15436,SRSF10
15437,HBA2
15438,DUSP28
15439,CCDC9B
15440,NBR1
15441,OR2G6
15442,RALGAPA2
15443,NDOR1
15444,FBLL1
15445,NKAIN2
15446,KRTAP1-1
15447,PAQR9
15448,CFAP54
15449,CLN3
15450,ASAH2
15451,SUMO2
15452,NANOS1
15453,HMX3
15454,IGFL3
15455,RTL6
15456,DPYD
15457,S100A16
15458,PTAR1
15459,CC2D2B
15460,RNASE9
15461,SAXO2
15462,LINC00319
15463,RHCE
15464,C2orf80
15465,IDO2
15466,PARVB
15467,SLC4A5
15468,UROS
15469,OR56A5
15470,KRTAP24-1
15471,ZDHHC9
15472,ZBED6CL
15473,QRFP
15474,DUPD1
15475,SMIM15
15476,OSTN
15477,VWC2
15478,FAM221A
15479,TMEM120B
15480,FSIP2
15481,RBM34
15482,NOXA1
15483,TBC1D3P2
15484,TMEM198
15485,BCL2L15
15486,FZD9
15487,SPRED3
15488,OPTC
15489,PLET1
15490,ADRB3
15491,SKOR1
15492,CATSPER4
15493,PRELP
15494,PLA2G2E
15495,ZNF548
15496,MTF1
15497,TMCO2
15498,SHISA6
15499,TMEM201
15500,NHLRC3
15501,HMX2
15502,SNTN
15503,ZDHHC11
15504,CALHM6
15505,CNR2
15506,SLX4
15507,GLRA4
15508,ENTPD8
15509,RPL14
15510,BEND4
15511,FAM78B
15512,ZNF563
15513,TMC3
15514,POTEA
15515,FBF1
15516,KLRG2
15517,ASTL
15518,MSL1
15519,LRRK2
15520,BSX
15521,GJB3
15522,TRMT2B
15523,HACD4
15524,CFAP126
15525,USP32P1
15526,NYX
15527,FAM120AOS
15528,UTS2B
15529,C9orf152
15530,NOC2L
15531,MSANTD1
15532,AADACL3
15533,NELFB
15534,LIPI
15535,LRRC66
15536,ZNF292
15537,KCTD21
15538,SBSN
15539,ADAT2
15540,KIR2DL4
15541,MAGEB16
15542,VHLL
15543,DUSP21
15544,ZNF567
15545,NDUFA4
15546,ALKBH2
15547,RNFT1
15548,RNF222
15549,RELN
15550,FAM111B
15551,APOD
15552,LITAF
15553,VSTM1
15554,TMEM120A
15555,ARID2
15556,SF3B3
15557,PRSS48
15558,IL1RAPL2
15559,BLOC1S3
15560,SP6
15561,ANKRD34B
15562,PLAC9
15563,FAM47B
15564,NKAPL
15565,UBE2Q2P1
15566,FSCB
15567,CLDN4
15568,ZNF573
15569,GRAPL
15570,FAM47E
15571,JPT1
15572,ZNF527
15573,ZAR1L
15574,KRTAP10-12
15575,S100A13
15576,ZNF33A
15577,OR14I1
15578,KRT77
15579,PCDH18
15580,DCAF8L2
15581,ZNF600
15582,BTBD8
15583,DPY19L2P1
15584,MAOA
15585,PAX8-AS1
15586,C15orf61
15587,LINC00943
15588,TSPYL1
15589,SPANXN3
15590,PNRC2
15591,DRICH1
15592,GJB5
15593,FHIT
15594,ALKAL2
15595,ZKSCAN3
15596,FOXR2
15597,RRP7A
15598,LIN54
15599,FAM53B
15600,FAM180A
15601,SPANXN4
15602,S100A14
15603,KAZN
15604,TOGARAM2
15605,NEMP2
15606,ALG1L
15607,GSPT2
15608,C8orf76
15609,CXCL17
15610,OTUD6A
15611,HMGB1
15612,SH2D5
15613,ZFP92
15614,NCR1
15615,RASSF10
15616,GJB4
15617,OR2L13
15618,BLOC1S2
15619,SYCP2
15620,ZNF724
15621,IL1RAP
15622,PTPRT
15623,MYBPC1
15624,PAX5
15625,OR6M1
15626,SPOCK3
15627,ZNF676
15628,ZNF699
15629,ADAM5
15630,TDRD7
15631,CCDC189
15632,OR8A1
15633,KIAA0895L
15634,HLA-DRB1
15635,VN1R2
15636,MYT1
15637,SERPINA3
15638,AKR1C3
15639,SPATS2L
15640,ZNF250
15641,WDSUB1
15642,ZNF79
15643,S100A4
15644,PLEKHG4
15645,KRTAP4-3
15646,FAT4
15647,C8orf86
15648,COLCA1
15649,KIF19
15650,OR6K2
15651,ZNF681
15652,ACADSB
15653,STK40
15654,OR10J1
15655,TMEM63A
15656,CTSE
15657,SEMA4A
15658,HRCT1
15659,MPHOSPH8
15660,RNF216P1
15661,GREB1
15662,SIRPB2
15663,ZNF766
15664,RYR1
15665,SRGAP3
15666,KRTAP5-3
15667,FAM217B
15668,SULT1C3
15669,TUBB
15670,LCOR
15671,SUPT5H
15672,XPNPEP3
15673,LINC00615
15674,ZNF107
15675,OR10S1
15676,SFTA2
15677,PPIA
15678,ZNF471
15679,OR10J3
15680,ZNF836
15681,ZNF493
15682,GTF2IRD2
15683,GRM7
15684,SUPT3H
15685,NIF3L1
15686,ATP2A1
15687,MFSD14C
15688,POM121
15689,ZBTB44
15690,GIMAP5
15691,STK31
15692,NLGN3
15693,OR8D1
15694,ADH7
15695,ZKSCAN7
15696,ZNF729
15697,CD55
15698,CPNE4
15699,ZNF565
15700,NTNG2
15701,ELAVL3
15702,WDR5
15703,LONP1
15704,C9orf163
15705,TRRAP
15706,NUDT11
15707,SRGAP2B
15708,FUT4
15709,ASB13
15710,SLC35F1
15711,ZNF34
15712,ZNF781
15713,ZNF140
15714,INCA1
15715,ZNF774
15716,PTPN1
15717,EVL
15718,THEM5
15719,NOXO1
15720,EPHB4
15721,PRTN3
15722,ZNF765
15723,ZNF124
15724,XRCC6
15725,S100A5
15726,C20orf204
15727,PPP1R26
15728,TSC22D2
15729,CRYBA4
15730,ASMT
15731,NPIPB15
15732,ZNF569
15733,ARMCX4
15734,YRDC
15735,ZNF777
15736,PIK3R4
15737,ZNF775
15738,ZNF605
15739,TRAPPC2
15740,RFX8
15741,MYL6B
15742,ZNF799
15743,FGF16
15744,SIAH1
15745,GK2
15746,C20orf96
15747,ESRRG
15748,IPO4
15749,NCOR2
15750,SULT1A1
15751,ARL9
15752,PRPF40A
15753,GDAP2
15754,TCEAL3
15755,ANAPC7
15756,TPK1
15757,SLC6A9
15758,AFAP1
15759,NACA
15760,MYO18A
15761,SPTSSB
15762,BORCS6
15763,MAN2A2
15764,MME
15765,FAM72A
15766,CCDC196
15767,CACNA1H
15768,SULF2
15769,LAMA2
15770,PFN3
15771,PLXNB2
15772,OR5AC2
15773,AJAP1
15774,XRCC2
15775,MYO6
15776,HDAC2
15777,ZNF782
15778,SLC22A25
15779,POTEF
15780,ZNF846
15781,MMP1
15782,ADH1B
15783,TCF4
15784,WNK3
15785,SDHAF3
15786,HRH1
15787,RABL6
15788,ZNF136
15789,ZKSCAN5
15790,ZNF502
15791,TRAPPC4
15792,TTC30B
15793,SLC30A10
15794,TECPR2
15795,TLR7
15796,ZFP62
15797,ERI2
15798,TOMM7
15799,HSH2D
15800,TRPV1
15801,ZNF33B
15802,ZNF512B
15803,AMZ2
15804,ZNF431
15805,ALKAL1
15806,NF1
15807,VKORC1L1
15808,ZNF418
15809,DAPK1
15810,HLA-DQA1
15811,COL27A1
15812,LINC01560
15813,GM2A
15814,CLPSL2
15815,S100A2
15816,SNHG17
15817,ZNF700
15818,POU3F4
15819,OR14A16
15820,CD47
15821,OR52K1
15822,TLE1
15823,MAML3
15824,STRN3
15825,ZNF239
15826,SPINK14
15827,SPRR2B
15828,CHRNG
15829,ZSCAN16
15830,MVB12B
15831,OR11G2
15832,ADA
15833,ARID5A
15834,PATE2
15835,PPTC7
15836,KRT39
15837,TOMM20L
15838,NHLRC2
15839,ZFP28
15840,SCN8A
15841,LAMB3
15842,TEX43
15843,KPNA5
15844,ANKRD36B
15845,ARHGEF12
15846,HCAR1
15847,ZNF252P
15848,PDLIM7
15849,FLNA
15850,TMEM26
15851,SRGAP1
15852,FAM3C
15853,NOP9
15854,OR2T4
15855,ZNF705A
15856,SLC39A10
15857,SCOC-AS1
15858,CASP4
15859,AP2A1
15860,ZNF585A
15861,FUT11
15862,NXF4
15863,SMIM10L2B
15864,ANXA4
15865,LAGE3
15866,WDR5B
15867,FAM163B
15868,WDR45
15869,METTL9
15870,ZNF138
15871,ZNF429
15872,ZNF470
15873,SERTAD1
15874,ZNF100
15875,ZNF398
15876,ZSCAN25
15877,RBMY1A3P
15878,ANXA6
15879,ZNF441
15880,GMFB
15881,SIGLEC15
15882,ZNF420
15883,ZNF763
15884,ZMYM1
15885,DTHD1
15886,ZSCAN26
15887,MAFG
15888,ARRDC1
15889,KIAA1671
15890,KRT35
15891,IGF2R
15892,ZNF300P1
15893,LCE1C
15894,GAL3ST4
15895,DYNC1H1
15896,SLC6A17
15897,IFNL3
15898,PCBP2
15899,ZGPAT
15900,SLC25A29
15901,PGAP1
15902,SRC
15903,ZNF682
15904,OR8B8
15905,ZNF772
15906,ZNF257
15907,PCNX3
15908,ADAM32
15909,ACSL5
15910,LRRC8B
15911,ABCB8
15912,SND1
15913,ZNF785
15914,SULT1A2
15915,NEK5
15916,PSMD12
15917,MAGEA6
15918,ADGRA1
15919,CH17-340M24.3
15920,PIWIL2
15921,MIRLET7BHG
15922,NOL4L
15923,CYSRT1
15924,SLC22A4
15925,ZSCAN5B
15926,ENTPD4
15927,C1D
15928,TBC1D9B
15929,SLC2A7
15930,FAM110D
15931,SERPINA1
15932,LINC00336
15933,KANK2
15934,C6orf141
15935,GTF2E2
15936,IL27
15937,GUCA2A
15938,RAD54B
15939,ZNF165
15940,SYNGAP1
15941,RAMP2-AS1
15942,FITM2
15943,BLM
15944,ZNF720
15945,DDI2
15946,SVIL
15947,TRIM33
15948,LRP10
15949,PELI1
15950,ZNF655
15951,MRPL21
15952,LYPD2
15953,UAP1L1
15954,FBXL22
15955,ZNF786
15956,ZNF517
15957,ZNF675
15958,SLC22A5
15959,DACT3
15960,ADARB1
15961,ZNF860
15962,HTT
15963,OR6N1
15964,C5AR1
15965,DIO3
15966,CYP2B6
15967,DCHS2
15968,VEPH1
15969,FABP12
15970,SHPK
15971,GGT3P
15972,OR51D1
15973,IPP
15974,OPALIN
15975,OR13G1
15976,MAP3K5
15977,OGDHL
15978,CYP2F1
15979,GSTK1
15980,HNRNPAB
15981,STMN3
15982,PDGFA
15983,GYPE
15984,COL13A1
15985,SPN
15986,ZNF695
15987,PCDHB11
15988,ZNF628
15989,GALP
15990,SLC2A10
15991,ZNF665
15992,RPF2
15993,LINC00477
15994,SLC28A3
15995,FAM177B
15996,MIB2
15997,OR6Y1
15998,MYO5A
15999,GZMM
16000,ATG7
16001,PRAMENP
16002,SIPA1L1
16003,TTC30A
16004,ELANE
16005,RAB40C
16006,PIGN
16007,COL4A6
16008,ZNF624
16009,HHLA3
16010,HOXA4
16011,TOPORS
16012,BCO2
16013,KCNMB2
16014,ENTPD6
16015,DMBX1
16016,OR11L1
16017,ENPP1
16018,ATP11AUN
16019,CCDC154
16020,FAR1
16021,ZNF841
16022,MFAP5
16023,MYH6
16024,VN1R5
16025,ZNF615
16026,CDC42SE1
16027,MPEG1
16028,SERPINB2
16029,DPP4
16030,SERPINB13
16031,PDCD1LG2
16032,ZNF433
16033,CCER1
16034,DNAH10
16035,SLC22A24
16036,SPTAN1
16037,NMB
16038,PARVA
16039,KLHL14
16040,FAM114A1
16041,RPE
16042,ZNF460
16043,CR1L
16044,PHF2
16045,RPS26
16046,C14orf178
16047,SCGB1D4
16048,PSAP
16049,S100A10
16050,CFAP43
16051,LHFPL5
16052,RPL37A
16053,HOXC6
16054,TXNRD3
16055,CFD
16056,STPG3
16057,MAP1LC3C
16058,MCMBP
16059,EME2
16060,KLHDC1
16061,ZNF81
16062,TAF13
16063,ZNF780A
16064,ATAD3A
16065,OR5B17
16066,OR52M1
16067,FAM118B
16068,ZNF461
16069,SLC9A8
16070,OCLN
16071,CYP2A13
16072,ZNF181
16073,SLC22A20P
16074,OR8G1
16075,ZNF44
16076,GPAA1
16077,ADAMTSL2
16078,SGTB
16079,ZNF790
16080,PRB3
16081,MYO1C
16082,MDS2
16083,NKIRAS1
16084,OR1S2
16085,UGT2B17
16086,MEIG1
16087,SLC22A12
16088,KIF13B
16089,NRAP
16090,ADH5
16091,SLC22A6
16092,TEAD4
16093,SPG7
16094,HRNR
16095,HES5
16096,C2orf27A
16097,ZNF677
16098,ERO1A
16099,ZNF823
16100,ZNF311
16101,ZNF347
16102,PLCG2
16103,FCHSD1
16104,ZNF71
16105,AADACL2
16106,S100A6
16107,RPL12
16108,DNM3
16109,ZNF121
16110,MPZL1
16111,VPS13A
16112,MBP
16113,AKAP17A
16114,ELOVL2
16115,LEKR1
16116,C1orf122
16117,SNHG12
16118,CLEC9A
16119,KEL
16120,NOL8
16121,IRAK4
16122,CCDC151
16123,DLGAP2
16124,MRPL42
16125,ENTPD7
16126,FCGR1B
16127,ZNF335
16128,ZNF560
16129,TUBA3C
16130,RPS4X
16131,ZNF273
16132,ZNF84
16133,MAK16
16134,ZNF667
16135,AVPR1B
16136,SIRPA
16137,DSCR8
16138,GRK6
16139,PRIM1
16140,AKR1B10
16141,SULT1C4
16142,CYP2A7
16143,ZBTB14
16144,KRTAP9-9
16145,CD2AP
16146,NUP62CL
16147,SFI1
16148,KRTAP4-6
16149,TMPRSS11F
16150,ZNF649
16151,ADH4
16152,OR2T6
16153,ZNF248
16154,CHSY3
16155,TOR4A
16156,LPAR1
16157,MB
16158,OR2L3
16159,HIBCH
16160,ZNF544
16161,TMEM229B
16162,SOWAHC
16163,ZNF770
16164,ZNF876P
16165,HMGN5
16166,MIER1
16167,MAN1A2
16168,SVIP
16169,ZNF251
16170,DDRGK1
16171,FAM47C
16172,TFDP1
16173,CLEC4C
16174,ZNF607
16175,BPIFA1
16176,ZNF334
16177,HSD17B11
16178,SZT2
16179,SULT1C2
16180,ZXDA
16181,RPS6KL1
16182,CACNA1E
16183,QRICH1
16184,AFDN-DT
16185,CSF2RA
16186,DDX42
16187,RPL23A
16188,SLC29A3
16189,STYX
16190,UBL5
16191,HELZ
16192,TMEM116
16193,UCKL1
16194,OR5B21
16195,NUP210P1
16196,CARD11
16197,ZNF485
16198,PEG3
16199,SDAD1
16200,ZKSCAN8
16201,TMEM239
16202,HYLS1
16203,MYL4
16204,ZNF442
16205,ZNF813
16206,HOXC4
16207,DCAF12L2
16208,PIM3
16209,ASPH
16210,SPRED2
16211,WWP2
16212,GFPT1
16213,UVRAG
16214,KRTAP13-1
16215,ZNF26
16216,TMEM207
16217,ITSN2
16218,NTRK1
16219,MT1F
16220,TCAF1
16221,ZNF69
16222,TXNRD1
16223,NRARP
16224,ZNF583
16225,KRTAP4-1
16226,CCT8L2
16227,ZNF568
16228,ZXDB
16229,ZNF480
16230,ZNF587
16231,TPM2
16232,RTP2
16233,SH3BGRL2
16234,ZNF808
16235,ANKRD35
16236,B3GNT6
16237,YTHDF2
16238,NBR2
16239,TMA16
16240,HLA-DRB5
16241,ATL1
16242,CNGA1
16243,MAFK
16244,ZNF43
16245,GPN1
16246,PLN
16247,PABPC1P2
16248,C2CD4A
16249,ZNF28
16250,ITGBL1
16251,ZNF511
16252,C20orf203
16253,ZNF627
16254,KCNRG
16255,WDHD1
16256,ZNF789
16257,SLC34A3
16258,RD3
16259,SPANXC
16260,SH2D1B
16261,ARC
16262,NUDT16
16263,TLK1
16264,LRBA
16265,C3orf35
16266,ZNF536
16267,MMP17
16268,OR2M2
16269,BAZ1A
16270,AKR1C4
16271,COPS8
16272,CCDC69
16273,MDM4
16274,RYR2
16275,ZNF534
16276,KLHL9
16277,FAM3D
16278,NCOA6
16279,STK39
16280,TAT
16281,C6orf89
16282,CALM1
16283,LPA
16284,TTC37
16285,TUSC1
16286,MAGEA1
16287,PAPSS2
16288,LINC01565
16289,SLC9A6
16290,FAN1
16291,ABCA4
16292,EIF1AY
16293,IPO9
16294,GPX6
16295,CEP290
16296,GLMP
16297,TOGARAM1
16298,DLL1
16299,ANKRD13B
16300,ECI2
16301,UNC13B
16302,TEX45
16303,LDB1
16304,PPP1R14C
16305,CTR9
16306,SMOC1
16307,F5
16308,MSRB1
16309,LRRTM3
16310,ZNF652
16311,SMURF1
16312,SLC5A3
16313,GPATCH3
16314,CDC42BPB
16315,PLXNB3
16316,OXCT2
16317,RPL10A
16318,COLGALT2
16319,EPS8L3
16320,EGFL6
16321,SYCP1
16322,APCDD1L
16323,RCSD1
16324,RASSF9
16325,FAM169A
16326,ZNF830
16327,GRIN3A
16328,MUC2
16329,CNOT7
16330,TMEM184B
16331,MTOR
16332,SCAMP5
16333,ZNF521
16334,ALPK2
16335,BRINP2
16336,MAGEB3
16337,LRIG2
16338,PNP
16339,PAX9
16340,LRRC10
16341,GK
16342,FOXJ3
16343,ZNF358
16344,SFT2D1
16345,CD247
16346,GRM3
16347,CHAMP1
16348,INPP5F
16349,ARHGAP11A
16350,SUCNR1
16351,HMGN2
16352,SELENOM
16353,UBE2J1
16354,GJC2
16355,OPA1
16356,DENND4B
16357,RYR3
16358,ZNF277
16359,DUSP27
16360,SELENOT
16361,ARHGEF15
16362,TOX
16363,CES1
16364,CD3E
16365,RUSC2
16366,C1orf68
16367,FICD
16368,OSTC
16369,R3HDM4
16370,TSEN15
16371,LTN1
16372,RUNDC1
16373,CCDC152
16374,STKLD1
16375,GRK5
16376,DCAF12
16377,SFMBT2
16378,ASB12
16379,PNMA5
16380,ITPRIPL1
16381,SMC5
16382,DCAF12L1
16383,PRMT6
16384,SHISA4
16385,CIPC
16386,CAPZA2
16387,TOP1
16388,PRC1
16389,BHLHB9
16390,MAP3K3
16391,L1CAM
16392,SREBF2
16393,C1orf174
16394,POU3F3
16395,RASGEF1A
16396,SPOUT1
16397,RPL39
16398,DZIP3
16399,KIAA0753
16400,DCLRE1A
16401,ATG9A
16402,NOS1AP
16403,CSAG1
16404,APRT
16405,GPRASP1
16406,TBKBP1
16407,MAGEE1
16408,CCDC167
16409,ZFP2
16410,SOWAHA
16411,L3MBTL3
16412,DMD
16413,MFAP3L
16414,NAGA
16415,SMG5
16416,TGM2
16417,ARMCX6
16418,PJA2
16419,RORB
16420,SGMS1
16421,OR10R2
16422,OR10Z1
16423,ZNF525
16424,INF2
16425,PDCD4-AS1
16426,OR2L2
16427,OR2W5
16428,EFCAB2
16429,COX20
16430,CHML
16431,STUM
16432,LINC02487
16433,CAPN8
16434,TATDN3
16435,SERTAD4-AS1
16436,MIR29B2CHG
16437,CR1
16438,C6orf99
16439,C1orf53
16440,SAMD5
16441,TEDDM1
16442,ECT2L
16443,GPR52
16444,METTL11B
16445,FCGR3A
16446,TMEM244
16447,OR6K3
16448,CENPW
16449,MSTO2P
16450,SPRN
16451,FAM229B
16452,FANK1
16453,LELP1
16454,SPRR2E
16455,KPRP
16456,EEF1AKMT2
16457,FAM24A
16458,DDO
16459,CCDC162P
16460,PLPP4
16461,BVES-AS1
16462,LIN28B-AS1
16463,PNLIPRP3
16464,HSD3BP4
16465,HSD3B1
16466,HSD3B2
16467,ATP1A1-AS1
16468,RBM20
16469,SMIM9
16470,SNHG5
16471,ADD3-AS1
16472,RIPPLY2
16473,CHIAP2
16474,GDI1
16475,PCMTD2
16476,SOX18
16477,LIME1
16478,SPATA42
16479,OOEP
16480,KHDC3L
16481,DPPA5
16482,C1orf146
16483,SPANXN1
16484,LINC00632
16485,CXorf66
16486,C10orf62
16487,SAMD13
16488,RTL8A
16489,CCDC160
16490,C1orf141
16491,EFCAB7
16492,DEFB110
16493,GLYATL3
16494,LDLRAD1
16495,ARRDC1-AS1
16496,ZYG11A
16497,LCN8
16498,C1orf185
16499,GLT6D1
16500,IFIT1B
16501,LIPN
16502,LIPK
16503,LIPJ
16504,TRPC5OS
16505,LRIT2
16506,LRRC73
16507,LINC00963
16508,TCEAL5
16509,SYS1
16510,TCEAL6
16511,INPP5B
16512,RPA4
16513,TDRG1
16514,NEU4
16515,MAFB
16516,TRAF3IP1
16517,CHIC1
16518,GIGYF2
16519,C2orf72
16520,RUFY2
16521,GGTA1P
16522,PHACTR4
16523,CLPSL1
16524,ASAH2B
16525,LINC00474
16526,TIMM23B
16527,ZDHHC18
16528,NPY4R
16529,GPRIN2
16530,SYT15
16531,BMS1P1
16532,MACO1
16533,PTPN20
16534,ZDBF2
16535,GGNBP1
16536,TXNDC8
16537,AWAT1
16538,DAXX
16539,BMPR2
16540,TCEA3
16541,PFDN6
16542,RING1
16543,HSD17B8
16544,RXRB
16545,OXLD1
16546,OR13C3
16547,COL11A2
16548,HLA-DOA
16549,BRD2
16550,HLA-DMA
16551,COL5A2
16552,PSMB8
16553,TAP2
16554,SPIN3
16555,NBDY
16556,LINC01993
16557,TMEM235
16558,PAGE3
16559,LINC01973
16560,HLA-DRA
16561,BTNL2
16562,COL15A1
16563,TMEM225
16564,NOTCH4
16565,PBX2
16566,AGER
16567,RNF5
16568,AGPAT1
16569,PJVK
16570,PRRT1
16571,FKBPL
16572,MRPL38
16573,ERICH2
16574,SP5
16575,STK19
16576,CD300LD
16577,BTBD17
16578,DXO
16579,SKIV2L
16580,C9orf129
16581,NELFE
16582,NXPE2
16583,ZBTB12
16584,SDHD
16585,EHMT2
16586,LAYN
16587,SLC44A4
16588,NEU1
16589,HSPA1A
16590,HSPA1L
16591,LSM2
16592,VWA7
16593,CARD16
16594,CASP12
16595,MBD5
16596,CSHL1
16597,MPIG6B
16598,LY6G6C
16599,ABHD16A
16600,LY6G5C
16601,POTEKP
16602,CSNK2B
16603,GPANK1
16604,C6orf47
16605,FAM155A
16606,APOM
16607,TRIM64
16608,BAG6
16609,PRRC2A
16610,AIF1
16611,NCR3
16612,PRAMEF20
16613,LST1
16614,NFKBIL1
16615,PRAMEF15
16616,MCCD1
16617,ZNF814
16618,MICB
16619,AADACL4
16620,ZNF551
16621,MICA
16622,ZNF805
16623,HLA-C
16624,CCHCR1
16625,PSORS1C2
16626,CDSN
16627,PSORS1C1
16628,C6orf15
16629,MUC21
16630,DEFB121
16631,DHX16
16632,C6orf136
16633,MRPS18B
16634,PPP1R10
16635,KRTAP5-11
16636,KRTAP5-10
16637,ABCF1
16638,PRR3
16639,LILRB3
16640,DDR1
16641,LRCOL1
16642,GNL1
16643,HLA-E
16644,DPRX
16645,TRIM39
16646,ZNF468
16647,TRIM15
16648,ZNF616
16649,FOXB2
16650,TRIM10
16651,TRIM40
16652,TRIM31
16653,RNF39
16654,PPP1R11
16655,HLA-J
16656,ZNRD1ASP
16657,DISP3
16658,HCG9
16659,RACK1
16660,HLA-G
16661,TBC1D8
16662,NMS
16663,HLA-F
16664,ZFP57
16665,LINC02210
16666,ASPDH
16667,MOG
16668,OR2H2
16669,CBY3
16670,C5orf60
16671,CST13P
16672,C9orf57
16673,IL31
16674,AKT1S1
16675,GABBR1
16676,STARD7-AS1
16677,OR2H1
16678,OR11A1
16679,OR14J1
16680,OR2J2
16681,OR2J3
16682,OR2J1
16683,OR2B3
16684,LINC01556
16685,SPDYC
16686,C9orf135
16687,TRIM27
16688,RANBP17
16689,FOXD4L5
16690,REG1CP
16691,TTC25
16692,MRPL53
16693,ST8SIA6-AS1
16694,MROH6
16695,ATXN2
16696,DCTN1
16697,PNMA8B
16698,TCTN1
16699,FAM216A
16700,ZBTB48
16701,FAM201A
16702,IGFL2
16703,IGFL4
16704,NAT8B
16705,KRTAP9-3
16706,GPR20
16707,KRT40
16708,KRT25
16709,MZT1
16710,SPINK9
16711,LRRC3C
16712,ZNF155
16713,UQCC3
16714,FBXO48
16715,GRXCR2
16716,FAM221B
16717,ATP6V0E2-AS1
16718,CD177
16719,ZNF783
16720,ZNF425
16721,LRRC10B
16722,FBXO47
16723,C12orf73
16724,PCDHGA1
16725,PCDHA9
16726,PCDHA5
16727,PCDHA1
16728,TRIM13
16729,ERICH4
16730,MS4A13
16731,PRSS1
16732,SPIRE2
16733,AARD
16734,PABPN1L
16735,OR5D16
16736,PKHD1L1
16737,SLFN12L
16738,LINC01121
16739,SLC35B4
16740,SYCE1L
16741,TMEM231
16742,FAM71F2
16743,CCNI2
16744,TMEM240
16745,FAM205A
16746,CDKL4
16747,TMEM88B
16748,ACCSL
16749,C4orf47
16750,TRIQK
16751,SDHAF1
16752,ARID3C
16753,PSENEN
16754,C7orf66
16755,LINC00654
16756,FABP9
16757,ZBTB10
16758,C4orf46
16759,SCGB2B2
16760,CCDC144NL
16761,LGR4
16762,PSMB10
16763,VIT
16764,E2F4
16765,KRT17P5
16766,PDE7A
16767,TMEM170B
16768,MUC12
16769,CTXN3
16770,MGAT4D
16771,SNX2
16772,SAP25
16773,NT5M
16774,SARNP
16775,OR6C65
16776,OR6C1
16777,ADGRG1
16778,IPO7
16779,PRR13
16780,TECPR1
16781,SLCO6A1
16782,MT1A
16783,MT1M
16784,LINC00661
16785,CFI
16786,SAMD9
16787,KRT6A
16788,CNEP1R1
16789,EXOC3L4
16790,NBPF22P
16791,TP53TG3D
16792,ATP6AP1L
16793,CCDC85C
16794,OR52J3
16795,OR51A4
16796,C2CD4B
16797,RGL3
16798,NAP1L4
16799,TMSB4X
16800,TMEM256
16801,C9orf92
16802,HMGN1
16803,MUC19
16804,DENND6B
16805,LCMT1
16806,MFSD2B
16807,CDPF1
16808,HTN3
16809,LIN52
16810,ARSH
16811,ACOT6
16812,TECRL
16813,DPF3
16814,MANSC4
16815,ADARB2-AS1
16816,ETFRF1
16817,C17orf107
16818,ITSN1
16819,ITPRIPL2
16820,DENND1C
16821,CRLF2
16822,CRYZL1
16823,C5orf51
16824,CATSPER2P1
16825,GAGE1
16826,ARRDC5
16827,LINC01531
16828,LOH12CR2
16829,CYS1
16830,PLPP6
16831,KLRC2
16832,KLRC3
16833,TPTE2P6
16834,C16orf96
16835,GMNC
16836,TTC23L
